식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,대두_땅콩_여부,알레르기_권고,유제품여부,탄닌가능성,쿠마린여부,쿠마린_권고,카페인여부,알코올_유무
D106-275060000-0001,된장찌개_냉이,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6275,된장찌개,627506,냉이,62750600,해당없음,0,해당없음,100g,19,94.9,1.17,0.31,0.67,2.91,0.55,1.3,28.0,0.79,25.0,110.0,174.0,11.0,0.0,136.0,0.006,0.057,3.726,0.0,0.0,0.0,0.04,0.0,3,식품의약품안전처,350g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-275070000-0001,된장찌개_달래,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6275,된장찌개,627507,달래,62750700,해당없음,0,해당없음,100g,35,90.3,3.18,0.79,1.91,3.81,0.41,1.6,22.0,0.85,63.0,216.0,570.0,4.0,0.0,53.0,0.006,0.054,12.977,27.13,0.0,2.21,0.18,0.0,3,식품의약품안전처,350g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-275110000-0001,된장찌개_두부,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6275,된장찌개,627511,두부,62751100,해당없음,0,해당없음,100g,41,90.7,3.25,1.96,1.56,2.56,0.99,0.9,22.0,0.74,60.0,179.0,478.0,0.0,0.0,2.0,0.244,0.048,0.0,0.0,0.0,0.0,0.28,0.0,3,식품의약품안전처,270g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-275130000-0001,된장찌개_바지락,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6275,된장찌개,627513,바지락,62751300,해당없음,0,해당없음,100g,23,93.8,2.88,0.72,1.39,1.18,0.56,1.1,11.0,0.25,31.0,138.0,406.0,3.0,0.0,36.0,0.0,0.033,0.183,0.47,0.0,3.81,0.17,0.0,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-277010000-0001,두부찌개_고추장,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6277,두부찌개,627701,고추장,62770100,해당없음,0,해당없음,100g,52,89.1,4.01,2.63,1.07,3.18,0.8,0.6,23.0,0.62,74.0,222.0,181.0,7.0,0.0,80.0,0.0,0.06,1.698,0.65,0.0,0.34,0.35,0.0,3,식품의약품안전처,500g,해당없음,1,분석,2019-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-277180500-0001,두부찌개_소고기_고추장,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6277,두부찌개,627718,소고기,62771805,고추장,0,해당없음,100g,58,86.3,4.56,1.42,0.98,6.73,0.17,1.9,12.0,0.71,57.0,165.0,195.0,12.0,0.0,146.0,0.054,0.093,0.0,0.0,0.0,6.43,0.28,0.0,3,식품의약품안전처,280g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-277181600-0001,두부찌개_소고기_된장,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6277,두부찌개,627718,소고기,62771816,된장,0,해당없음,100g,55,87.7,5.71,1.98,1.15,3.5,0.72,1.8,28.0,0.75,51.0,123.0,297.0,6.0,0.0,75.0,0.03,0.04,0.0,0.4,0.0,5.98,0.41,0.01,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-291030000-0001,순두부찌개_김치,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6291,순두부찌개,629103,김치,62910300,해당없음,0,해당없음,100g,35,92.6,2.98,1.59,0.73,2.17,0.32,1.0,14.0,0.39,51.0,126.0,151.0,4.0,0.0,51.0,0.895,0.07,0.0,0.0,0.0,4.6,0.46,0.01,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-297000000-0001,청국장찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6297,청국장찌개,629700,해당없음,62970000,해당없음,0,해당없음,100g,47,89.8,5.03,2.11,1.09,1.92,0.0,1.7,27.0,0.72,70.0,157.0,242.0,4.0,1.0,24.0,0.005,0.065,0.8,0.0,0.0,2.61,0.45,0.01,3,식품의약품안전처,200g,해당없음,1,분석,2018-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D106-299000000-0001,콩비지찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6299,콩비지찌개,629900,해당없음,62990000,해당없음,0,해당없음,100g,69,85.2,6.74,3.08,1.4,3.57,3.25,2.0,23.0,0.59,83.0,277.0,289.0,11.0,0.0,136.0,0.03,0.073,2.16,2.14,0.0,7.12,0.51,0.01,3,식품의약품안전처,400g,해당없음,1,분석,2019-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D107-307170000-0001,감자_찐감자,D,음식,1,가정식(분석 함량),7,찜류,7307,감자,730717,찐감자,73071700,해당없음,0,해당없음,100g,70,81.6,2.16,0.16,1.06,15.01,0.86,1.7,10.0,0.33,50.0,480.0,3.0,0.0,0.0,0.0,0.49,0.065,0.44,8.1,0.0,0.0,0.03,0.0,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2025-04-08,False,,False,True,False,,False,False
D107-317150000-0001,달걀찜_우유,D,음식,1,가정식(분석 함량),7,찜류,7317,달걀찜,731715,우유,73171500,해당없음,0,해당없음,100g,105,80.4,8.23,6.31,1.24,3.8,2.55,1.1,92.0,1.44,143.0,139.0,262.0,170.0,155.0,184.0,0.03,0.235,1.315,0.29,0.0,169.58,2.5,0.09,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2025-04-08,False,,True,False,False,,False,False
D109-408000000-0001,감자전,D,음식,1,가정식(분석 함량),9,전·적 및 부침류,9408,감자전,940800,해당없음,94080000,해당없음,0,해당없음,100g,133,73.5,1.72,6.54,1.49,16.79,1.81,2.0,9.0,0.36,46.0,406.0,293.0,5.0,0.0,59.0,0.08,0.03,0.52,1.51,0.0,0.0,0.89,0.05,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2025-04-08,False,,False,True,False,,False,False
D109-419000000-0001,두부부침,D,음식,1,가정식(분석 함량),9,전·적 및 부침류,9419,두부부침,941900,해당없음,94190000,해당없음,0,해당없음,100g,140,75.4,10.92,9.77,1.87,2.07,0.24,0.7,63.0,1.78,193.0,213.0,429.0,0.0,0.0,3.0,0.0,0.05,1.34,0.76,0.0,0.0,1.45,0.03,3,식품의약품안전처,100g,해당없음,1,분석,2019-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D110-450000000-0001,감자볶음,D,음식,1,가정식(분석 함량),10,볶음류,10450,감자볶음,1045000,해당없음,104500000,해당없음,0,해당없음,100g,100,79.6,1.75,4.84,1.4,12.41,3.37,1.7,11.0,0.31,38.0,311.0,318.0,0.0,0.0,2.0,0.02,0.03,0.52,0.96,0.0,0.0,0.63,0.03,3,식품의약품안전처,100g,해당없음,1,분석,2019-12-31,2025-04-08,False,,False,True,False,,False,False
D110-450320000-0001,감자볶음_채소,D,음식,1,가정식(분석 함량),10,볶음류,10450,감자볶음,1045032,채소,104503200,해당없음,0,해당없음,100g,108,78.2,2.04,5.22,1.4,13.1,0.12,2.0,16.0,0.38,67.0,334.0,208.0,23.0,0.0,275.0,0.054,0.023,0.331,2.81,0.0,0.0,0.69,0.05,3,식품의약품안전처,130g,해당없음,1,분석,2017-12-31,2025-04-08,False,,False,True,False,,False,False
D110-470000000-0001,마파두부,D,음식,1,가정식(분석 함량),10,볶음류,10470,마파두부,1047000,해당없음,104700000,해당없음,0,해당없음,100g,109,79.3,7.29,6.48,1.58,5.36,2.45,2.2,29.0,1.03,95.0,115.0,352.0,14.0,0.0,172.0,4.288,0.013,5.713,3.61,0.0,6.79,1.04,0.03,3,식품의약품안전처,160g,해당없음,1,분석,2018-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D110-485000000-0001,양파볶음,D,음식,1,가정식(분석 함량),10,볶음류,10485,양파볶음,1048500,해당없음,104850000,해당없음,0,해당없음,100g,56,86.9,0.99,1.54,1.06,9.51,9.15,1.6,18.0,0.3,23.0,139.0,274.0,0.0,0.0,0.0,0.288,0.013,0.313,0.88,0.0,0.0,0.11,0.01,3,식품의약품안전처,80g,해당없음,1,분석,2017-12-31,2025-04-08,False,,False,False,True,동시 섭취를 피하는 것을 권합니다,False,False
D111-508000000-0001,감자조림,D,음식,1,가정식(분석 함량),11,조림류,11508,감자조림,1150800,해당없음,115080000,해당없음,0,해당없음,100g,114,74.1,2.4,3.52,1.9,18.1,7.68,1.8,18.0,0.46,56.0,401.0,487.0,61.0,0.0,734.0,0.0,0.04,1.88,0.7,0.0,0.0,0.42,0.02,3,식품의약품안전처,50g,해당없음,1,분석,2019-12-31,2025-04-08,False,,False,True,False,,False,False
D111-517000000-0001,두부조림,D,음식,1,가정식(분석 함량),11,조림류,11517,두부조림,1151700,해당없음,115170000,해당없음,0,해당없음,100g,143,75.0,9.64,9.66,1.34,4.4,3.64,0.8,53.0,1.48,151.0,187.0,161.0,8.0,0.0,96.0,0.96,0.06,1.2,0.64,0.0,0.0,1.36,0.02,3,식품의약품안전처,50g,해당없음,1,분석,2019-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D111-518000000-0001,땅콩조림,D,음식,1,가정식(분석 함량),11,조림류,11518,땅콩조림,1151800,해당없음,115180000,해당없음,0,해당없음,100g,483,21.7,18.75,36.4,3.25,19.95,9.85,10.3,88.0,1.6,339.0,518.0,574.0,0.0,0.0,4.0,0.0,0.1,0.5,2.0,0.0,0.0,5.8,0.05,3,식품의약품안전처,20g,해당없음,1,분석,2019-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D112-537000000-0001,감자튀김,D,음식,1,가정식(분석 함량),12,튀김류,12537,감자튀김,1253700,해당없음,125370000,해당없음,0,해당없음,100g,312,41.2,4.55,17.01,2.11,35.15,0.37,3.9,13.0,1.03,123.0,657.0,78.0,1.0,0.0,7.0,0.0,0.173,0.0,1.19,0.0,0.0,3.29,0.07,3,식품의약품안전처,150g,해당없음,1,분석,2019-12-31,2025-04-08,False,,False,True,False,,False,False
D112-547010000-0001,닭다리튀김_간장,D,음식,1,가정식(분석 함량),12,튀김류,12547,닭다리튀김,1254701,간장,125470100,해당없음,0,해당없음,100g,323,41.9,18.86,19.6,1.78,17.88,3.71,2.1,20.0,1.01,209.0,324.0,410.0,12.0,12.0,2.0,0.175,0.31,0.0,0.99,0.0,58.97,4.78,0.17,3,식품의약품안전처,200g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D113-590050000-0001,열무나물_된장,D,음식,1,가정식(분석 함량),13,나물·숙채류,13590,열무나물,1359005,된장,135900500,해당없음,0,해당없음,100g,68,86.1,3.71,4.09,2.0,4.09,0.73,4.0,128.0,0.81,72.0,388.0,379.0,140.0,0.0,1680.0,0.0,0.2,0.0,0.33,0.0,0.0,0.52,0.12,3,식품의약품안전처,90g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D113-595050000-0001,취나물_된장,D,음식,1,가정식(분석 함량),13,나물·숙채류,13595,취나물,1359505,된장,135950500,해당없음,0,해당없음,100g,44,89.8,3.08,1.66,1.37,4.12,0.84,4.6,99.0,0.77,44.0,229.0,235.0,22.0,0.0,262.0,0.0,0.067,2.667,0.72,0.0,0.0,0.19,0.01,3,식품의약품안전처,90g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D114-629100000-0001,묵무침_도토리묵,D,음식,1,가정식(분석 함량),14,생채·무침류,14629,묵무침,1462910,도토리묵,146291000,해당없음,0,해당없음,100g,74,84.2,0.93,2.95,1.03,10.92,1.82,2.0,17.0,0.29,19.0,99.0,319.0,12.0,0.0,147.0,0.0,0.025,0.805,0.55,0.0,0.0,0.38,0.01,3,식품의약품안전처,200g,해당없음,1,분석,2019-12-31,2025-04-08,False,,False,True,False,,False,False
D114-637240000-0001,부추무침_양파,D,음식,1,가정식(분석 함량),14,생채·무침류,14637,부추무침,1463724,양파,146372400,해당없음,0,해당없음,100g,44,88.8,1.83,1.07,1.45,6.81,5.79,2.1,27.0,0.33,37.0,231.0,326.0,37.0,0.0,448.0,0.97,0.04,0.0,1.31,0.0,0.0,0.19,0.02,3,식품의약품안전처,100g,해당없음,1,분석,2017-12-31,2025-04-08,False,,False,False,True,동시 섭취를 피하는 것을 권합니다,False,False
D114-640020000-0001,샐러드_감자,D,음식,1,가정식(분석 함량),14,생채·무침류,14640,샐러드,1464002,감자,146400200,해당없음,0,해당없음,100g,126,77.5,1.31,7.99,0.99,12.25,3.75,1.8,8.0,0.27,31.0,241.0,236.0,4.0,1.0,34.0,0.02,0.013,0.053,0.66,0.0,4.53,1.36,0.06,3,식품의약품안전처,150g,해당없음,1,분석,2017-12-31,2025-04-08,False,,False,True,False,,False,False
D114-657370000-0001,풋고추된장무침_풋고추,D,음식,1,가정식(분석 함량),14,생채·무침류,14657,풋고추된장무침,1465737,풋고추,146573700,해당없음,0,해당없음,100g,124,77.3,2.37,7.35,0.96,12.0,8.43,3.4,34.0,0.46,54.0,244.0,183.0,31.0,0.0,373.0,3.02,0.06,0.67,0.21,0.0,0.0,1.07,0.04,3,식품의약품안전처,100g,해당없음,1,분석,2017-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D116-693010000-0001,꽃게장_간장,D,음식,1,가정식(분석 함량),16,젓갈류,16693,꽃게장,1669301,간장,166930100,해당없음,0,해당없음,100g,62,82.8,7.02,1.1,3.06,6.04,4.21,1.1,65.0,0.95,98.0,230.0,1089.0,8.0,7.0,15.0,0.0,0.112,13.544,17.11,0.0,48.91,0.16,0.0,3,식품의약품안전처,250g,해당없음,1,분석,2019-12-31,2025-04-08,True,대두/땅콩 성분 가능 → 섭취 주의 권고,False,False,False,,False,False
D201-013000000-0002,리소토/리조또_치킨 크림 리조또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,1,밥류,1013,리소토/리조또,101300,해당없음,10130000,해당없음,0,해당없음,100g,185,,6.22,,,,1.66,,,,,,217.0,,,,,,,,,,4.94,,3,식품의약품안전처,241g,할리스,2,수집,2022-07-11,2025-04-08,False,,True,False,False,,False,False
D201-017000000-0001,볶음밥_갈비천왕 치즈 치밥,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,1,밥류,1017,볶음밥,101700,해당없음,10170000,해당없음,0,해당없음,100g,208,,10.97,,,22.04,2.57,,,,,,497.0,,,,,,,,,0.21,3.76,,3,식품의약품안전처,100g,굽네치킨,2,수집,2023-10-11,2025-04-08,False,,True,False,False,,False,False
D201-017000000-0004,볶음밥_볼케이노 치즈 치밥,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,1,밥류,1017,볶음밥,101700,해당없음,10170000,해당없음,0,해당없음,100g,198,,12.81,,,20.66,2.83,,,,,,461.0,,,,,,,,,0.17,3.12,,3,식품의약품안전처,100g,굽네치킨,2,수집,2023-10-11,2025-04-08,False,,True,False,False,,False,False
D202-075000000-0001,감자빵_강원도알감자빵 (5개입),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2075,감자빵,207500,해당없음,20750000,해당없음,0,해당없음,100g,244,,3.13,,,,5.0,,,,,,400.0,,,,,,,,,,3.75,,3,식품의약품안전처,160g,파리바게뜨,2,수집,2022-10-30,2025-04-08,True,,True,True,False,,False,False
D202-075000000-0002,감자빵_강원도알감자빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2075,감자빵,207500,해당없음,20750000,해당없음,0,해당없음,100g,250,,3.13,,,,6.25,,,,,,406.0,,,,,,,,,,3.44,,3,식품의약품안전처,32g,파리바게뜨,2,수집,2022-10-30,2025-04-08,False,,True,True,False,,False,False
D202-075000000-0003,감자빵_감자쫀득볼,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2075,감자빵,207500,해당없음,20750000,해당없음,0,해당없음,100g,313,,3.95,,,,15.18,,,,,,280.0,,,,,,,,,,5.45,,3,식품의약품안전처,50g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08,False,,True,True,False,,False,False
D202-075000000-0004,감자빵_못난이 감자크럼볼,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2075,감자빵,207500,해당없음,20750000,해당없음,0,해당없음,100g,211,,1.33,,,45.33,9.33,,,,,,307.0,,,,,,,,,6.67,2.53,,3,식품의약품안전처,75g,못난이꽈배기,2,수집,2023-10-31,2025-04-08,False,,True,True,False,,False,False
D202-075000000-0005,감자빵_포슬쫀득 감자빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2075,감자빵,207500,해당없음,20750000,해당없음,0,해당없음,100g,284,,3.64,,,,4.55,,,,,,519.0,,,,,,,,,,4.55,,3,식품의약품안전처,110g,더벤티,2,수집,2023-06-22,2025-04-08,False,,True,True,False,,False,False
D202-076000000-0001,건포도빵_건포도빵 (대),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2076,건포도빵,207600,해당없음,20760000,해당없음,0,해당없음,100g,311,,7.53,,,,9.25,,,,,,355.0,,,,,,,,,,0.97,,3,식품의약품안전처,465g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-076000000-0002,건포도빵_건포도빵 (소),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2076,건포도빵,207600,해당없음,20760000,해당없음,0,해당없음,100g,310,,7.76,,,,9.48,,,,,,353.0,,,,,,,,,,0.95,,3,식품의약품안전처,232g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-076000000-0003,건포도빵_우리쌀건포도브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2076,건포도빵,207600,해당없음,20760000,해당없음,0,해당없음,100g,265,,6.0,,,,9.33,,,,,,333.0,,,,,,,,,,1.4,,3,식품의약품안전처,150g,따삐오,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-077000000-0001,계란빵_쌀계란빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2077,계란빵,207700,해당없음,20770000,해당없음,0,해당없음,100g,313,,2.0,,,,18.0,,,,,,361.0,,,,,,,,,,6.0,,3,식품의약품안전처,100g,롤링핀,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-077000000-0002,계란빵_트윈에그 브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2077,계란빵,207700,해당없음,20770000,해당없음,0,해당없음,100g,248,,11.21,,,,5.61,,,,,,383.0,,,,,,,,,,4.3,,3,식품의약품안전처,105g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0001,기타빵_밤이랑고구마랑,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,315,,7.0,,,,7.0,,,,,,292.0,,,,,,,,,,5.0,,3,식품의약품안전처,270g,따삐오,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0002,기타빵_별님고구마,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,258,,6.0,,,,6.0,,,,,,235.0,,,,,,,,,,3.6,,3,식품의약품안전처,121g,따삐오,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0003,기타빵_춘천 감자빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,245,,5.0,,,,2.5,,,,,,195.0,,,,,,,,,,5.0,,3,식품의약품안전처,120g,메가커피,2,수집,2022-07-06,2025-04-08,False,,True,True,False,,False,False
D202-078000000-0005,기타빵_까눌레,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,339,,6.0,,,,22.5,,,,,,39.0,,,,,,,,,,1.13,,3,식품의약품안전처,80g,블루샥,2,수집,2023-06-30,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0006,기타빵_달콤촉촉 고구마빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,273,,1.82,,,,18.18,,,,,,163.0,,,,,,,,,,2.73,,3,식품의약품안전처,110g,더벤티,2,수집,2023-06-22,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0007,기타빵_롤링넛츠,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,329,,6.0,15.9,,40.4,9.1,,,,,,225.0,,,,,,,,,,11.0,,3,식품의약품안전처,162g,롤링핀,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0008,기타빵_씨앗가득고소함이찰떡,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,358,,8.0,,,,14.8,,,,,,252.0,,,,,,,,,,7.2,,3,식품의약품안전처,250g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0009,기타빵_얼그레이 까눌레,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,222,,4.44,,,,24.44,,,,,,44.0,,,,,,,,,,4.67,,3,식품의약품안전처,45g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,True,False
D202-078000000-0010,기타빵_오리지널 까눌레,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,222,,4.44,,,,24.44,,,,,,33.0,,,,,,,,,,4.22,,3,식품의약품안전처,45g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0011,기타빵_우리쌀 막걸리로 만든 초당옥수수빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,206,,4.85,0.79,,44.85,13.33,,,,,,333.0,,,,,,,,,0.0,0.0,0.0,3,식품의약품안전처,165g,파리바게뜨,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,True
D202-078000000-0012,기타빵_카라멜아몬드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,450,,10.7,24.9,,45.8,12.1,,,,,,256.0,,,,,,,,,,6.3,,3,식품의약품안전처,220g,롤링핀,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-078000000-0013,기타빵_톡톡쫄깃 옥수수빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2078,기타빵,207800,해당없음,20780000,해당없음,0,해당없음,100g,299,,5.0,,,,15.0,,,,,,363.0,,,,,,,,,,4.0,,3,식품의약품안전처,100g,더벤티,2,수집,2023-06-22,2025-04-08,False,,True,False,False,,False,False
D202-079000000-0001,깨찰빵_깨찰빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2079,깨찰빵,207900,해당없음,20790000,해당없음,0,해당없음,100g,302,,4.0,,,,4.0,,,,,,560.0,,,,,,,,,,4.4,,3,식품의약품안전처,50g,따삐오,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-079000000-0002,깨찰빵_깨찰빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2079,깨찰빵,207900,해당없음,20790000,해당없음,0,해당없음,100g,375,,4.17,,,,4.17,,,,,,438.0,,,,,,,,,,6.46,,3,식품의약품안전처,48g,뚜레쥬르,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-079000000-0003,깨찰빵_씨앗찰빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2079,깨찰빵,207900,해당없음,20790000,해당없음,0,해당없음,100g,366,,6.0,,,,16.0,,,,,,68.0,,,,,,,,,,6.0,,3,식품의약품안전처,100g,롤링핀,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-079000000-0004,깨찰빵_쫀득쫀득한찰깨빵 (2개입),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2079,깨찰빵,207900,해당없음,20790000,해당없음,0,해당없음,100g,373,,3.64,12.73,,63.64,7.27,,,,,,664.0,,,,,,,,,77.27,4.55,0.0,3,식품의약품안전처,110g,파리바게뜨,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-079000000-0005,깨찰빵_쫀득쫀득한찰깨빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2079,깨찰빵,207900,해당없음,20790000,해당없음,0,해당없음,100g,373,,3.64,12.73,,63.64,7.27,,,,,,655.0,,,,,,,,,72.73,4.91,0.0,3,식품의약품안전처,55g,파리바게뜨,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-079000000-0006,깨찰빵_쫀득한모카찰깨빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2079,깨찰빵,207900,해당없음,20790000,해당없음,0,해당없음,100g,357,,4.29,,,,11.43,,,,,,557.0,,,,,,,,,,4.43,,3,식품의약품안전처,70g,파리바게뜨,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,True,False
